DesafioTexto,ImpactoPandemia,ManterTexto,OndeTrabalhaSimples,TimeDivisao,ContratoOrig,ContratoSimples,Salario,salario2019,Escolaridade?,AnosExperienciaUX,Nivel,Lideranca,Funcao,Genero,LGBTQ,Filhos,FilhosSimples,Raca,deficiencia,deficienciaSimples,Estado,Cidade,Idade,FaixaIdade
Criar um ambiente para trabalhar tantas horas aqui em casa.,A empresa foi levemente afetada (perda de receita de até 15%),Encontrar momentos de descanso sem medo.,Agência ou consultoria,Atende clientes externos ( trabalho em consultoria ou freelancer),CLT,CLT,8500,6500,Especialização,De 4 a 5,Líder técnico ou especialista,Liderança,Especialista em Usabilidade,Masculino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,30,30 - 35
,A empresa foi positivamente afetada (crescimento no período),Continuar trabalhando de casa,Empresa,Atende clientes externos ( trabalho em consultoria ou freelancer),CLT,CLT,8000,6500,Especialização,De 1 a 3,Pleno,Analista,UX Designer,Feminino,Não,Não,Não,Branco,Não tenho,Não,Rio de Janeiro (RJ),Rio de Janeiro,30,30 - 35
Manter a comunicação ativa que tínhamos entre equipes.,Não sei responder / não tenho visibilidade,,Agência ou consultoria,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,6500,6500,Especialização,De 4 a 5,Pleno,Analista,UX Designer,Masculino,Não,Não,Não,Pardo,Não tenho,Não,Rio de Janeiro (RJ),Niterói,30,30 - 35
Pausa em diversos freelas.,A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),Não pega trânsito,Start up,Modelo híbrido / Cross: squads e visão central,PJ,PJ,9500,6500,Superior completo,De 6 a 10,Sênior,Analista,UX Designer,Masculino,Sim,"Sim, 1",Sim,Branco,Não tenho,Não,Santa Catarina (SC),Florianópolis,30,30 - 35
Me distanciar das pessoas,A empresa foi positivamente afetada (crescimento no período),Flexibilidade e mais interação com minha família,Agência ou consultoria,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,8500,6500,Ensino médio completo / superior incompleto,De 4 a 5,Sênior,Analista,Designer de produto,Masculino,Não,Não,Não,Negro,Não tenho,Não,Santa Catarina (SC),Florianópolis,30,30 - 35
"Social, sinto bastante falta de interagir com as pessoas, dar pausas para conversar e aliviar um pouco a carga do trabalho, no ambiente remoto não é a mesma coisa acabamos interagindo apenas em reuniões.",A empresa foi positivamente afetada (crescimento no período),"Home office mais vezes na semana me deu mais liberdade para resolver assuntos pessoais, estudar, e aumento da produtividade, pois eu perdia muito tempo com transporte 4 horas por dia no total.",Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,8200,6500,Especialização,De 6 a 10,Sênior,Analista,Designer de produto,Feminino,Não,Não,Não,Negro,Não tenho,Não,São Paulo (SP),São Paulo,30,30 - 35
Iniciar na empresa na primeira semana da quarentena e ter que me adaptar a essa nova empresa de forma 100% de forma remota,A empresa foi levemente afetada (perda de receita de até 15%),A possibilidade de participar de meetups e eventos em outros locais não precisando viajar ou ter que faltar o trabalho. Sendo possível trabalhar em horários alternativos,Start up,Modelo híbrido / Cross: squads e visão central,CLT,CLT,6500,6500,Especialização,De 1 a 3,Sênior,Analista,Designer de produto,Feminino,Não,Não,Não,Pardo,Não tenho,Não,Paraná (PR),Curitiba,30,30 - 35
"Adaptação, insegurança e incerteza pela vacina ",Não sei responder / não tenho visibilidade,Home office,Outro,Modelo híbrido / Cross: squads e visão central,CLT,CLT,8000,6200,Superior completo,De 1 a 3,Pleno,Analista,UX Designer,Masculino,Não,"Sim, 2",Sim,Pardo,Não tenho,Não,São Paulo (SP),São Paulo,30,30 - 35
"Acho que o maior desafio é não sair de casa depois do expediente, para ter momentos de lazer e tal. O trabalho em sí está funcionando muito bem.",A empresa foi positivamente afetada (crescimento no período),"Eu gostaria de manter o trabalho remoto em pelo menos 3 dias da semana, já que pra mim funcionou muito bem.",Agência ou consultoria,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,8000,6000,Especialização,De 6 a 10,Líder técnico ou especialista,Liderança,Operações em design (DesignOps),Masculino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),Ribeirão Preto,30,30 - 35
Adaptação,A empresa foi positivamente afetada (crescimento no período),Home office,Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,6400,6000,Especialização,De 4 a 5,Líder técnico ou especialista,Liderança,Operações em design (DesignOps),Masculino,Não,"Sim, 1",Sim,Branco,Não tenho,Não,Minas Gerais (MG),Belo Horizonte,30,30 - 35
"Mudar de emprego, passar em processo de onboarding no trabalho novo e conhecer as pessoas. Não há os momentos de ""encontro no corredor ou no café"" então esses momentos vira reunião na agenda.",Não sei responder / não tenho visibilidade,Flexibilidade de horários.,Start up,Modelo híbrido / Cross: squads e visão central,CLT,CLT,7000,6000,Especialização,De 1 a 3,Pleno,Analista,Pesquisador em design / UX Researcher / Pesquisador em produto,Feminino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),Santana de Parnaiba,30,30 - 35
Trabalhar em casa e não poder sair para fazer outras coisas,Não sei responder / não tenho visibilidade,continuar trabalhando home office,Agência ou consultoria,O time é uma banda de uma pessoa só,Outro (especifique),Outro,6000,6000,Superior completo,De 4 a 5,Pleno,Analista,UX Designer,Feminino,Não,Não,Não,Branco,Não tenho,Não,Paraná (PR),Curitiba,30,30 - 35
Manter os rituais do time,Não sei responder / não tenho visibilidade,Dias de home  office como parte da rotina,Agência ou consultoria,Modelo híbrido / Cross: squads e visão central,CLT,CLT,6800,6000,Especialização,De 6 a 10,Sênior,Analista,UX Designer,Feminino,Sim,Não,Não,Pardo,Não tenho,Não,São Paulo (SP),Jundiaí,30,30 - 35
Tentar trabalhar enquanto pensava na situação do país,A empresa foi levemente afetada (perda de receita de até 15%),Mais trabalho remoto,Agência ou consultoria,É distribuído em diferentes squads / grupos / equipes,PJ,PJ,6000,6000,Superior completo,De 4 a 5,Sênior,Analista,Designer de produto,Masculino,Sim,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,30,30 - 35
"A interação social, que inicialmente achei que não teria muito impacto e a rotinas cotidianas, como acordar e ter refeições em horários mais saudáveis. ",Não sei responder / não tenho visibilidade,Mais autonomia de trabalho e flexibilidade em horários.,Agência ou consultoria,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,6000,6000,Superior completo,De 6 a 10,Sênior,Analista,Operações em design (DesignOps),Feminino,Sim,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,30,30 - 35
"Criar confiança com a gestão de que o trabalho estava sendo feito e ia ser entregue no tempo programado. Sem precisar ter uma reunião de ""alinhamento"" a cada 05 min.",A empresa foi positivamente afetada (crescimento no período),"Poder trabalhar com horários realmente flexíveis, ter o auxílio para arcar com os gastos de internet e vestir roupas que eu me sinto confortável.",Empresa,Não temos um time,CLT,CLT,6000,5800,Superior completo,De 4 a 5,Pleno,Analista,Designer de produto,Feminino,Não,Não,Não,Asiático,Não tenho,Não,São Paulo (SP),São Paulo,30,30 - 35
Lidar com crises de ansiedade - principalmente por causa do contexto de pandemia.,A empresa foi levemente afetada (perda de receita de até 15%),Home office integral para continuar morando no interior - com encontros pontuais entre o time para teambuilding.,Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,5700,5700,Especialização,De 1 a 3,Pleno,Analista,UX Designer,Feminino,Não,Não,Não,Pardo,Não tenho,Não,São Paulo (SP),Mauá,30,30 - 35
Dar conta das demandas que triplicaram,A empresa foi levemente afetada (perda de receita de até 15%),Mas tempo pra estudo,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,5680,5680,Superior completo,De 1 a 3,Pleno,Analista,Designer de produto,Feminino,Não,Não,Não,Negro,Não tenho,Não,São Paulo (SP),São José dos Campos,30,30 - 35
Trocar ideia e experiências com as pessoas do trabalho,A empresa foi positivamente afetada (crescimento no período),Ter um ambiente de trabalho mais confortável para os dias que eu estiver de home office,Agência ou consultoria,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,8500,5650,Superior completo,De 4 a 5,Pleno,Analista,Designer de produto,Feminino,Sim,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,30,30 - 35
"Comunicação eficiente, humanizada e leve com colegas de trabalho",A empresa foi positivamente afetada (crescimento no período),"Poder continuar trabalhando de casa / Poder viajar por um tempo sem estar de férias, trabalhando remotamente / Poder trabalhar sem roupas ""formais"" ",Start up,Modelo híbrido / Cross: squads e visão central,CLT,CLT,9081,5600,Superior completo,De 4 a 5,Sênior,Analista,Estrategista de UX,Feminino,Não,Não,Não,Branco,Não tenho,Não,Rio de Janeiro (RJ),Rio de Janeiro,30,30 - 35
,A empresa foi levemente afetada (perda de receita de até 15%),,Agência ou consultoria,Modelo híbrido / Cross: squads e visão central,CLT,CLT,8000,5500,Superior completo,De 6 a 10,Coordenador/Lead,Liderança,Designer de produto,Masculino,Não,Não,Não,Branco,Não tenho,Não,Rio Grande do Sul (RS),Porto Alegre,30,30 - 35
Isolamento social,A empresa foi positivamente afetada (crescimento no período),Trabalhar de casa,Agência ou consultoria,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,6000,5500,Ensino médio completo / superior incompleto,Mais que 15,Coordenador/Lead,Liderança,UX Designer,Masculino,Não,"Sim, 1",Sim,Negro,Não tenho,Não,São Paulo (SP),José Bonifácio,30,30 - 35
"Me adaptar a intensa rotina de trabalho nas primeiras semanas de pandemia em março, muitas calls e pouco tempo para entregar algo de qualidade. ",A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),"As boas práticas do trabalho remoto, por todos estarem em casa, é mais fácil que as equipes se alinhem, pois descentraliza a informação que antes ficava presa nos escritórios. No meu caso trabalho em uma empresa com escritórios em diversos países.",Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,9450,5500,Especialização,De 1 a 3,Pleno,Analista,Redator / UX Writer,Feminino,Não,Não,Não,Pardo,Não tenho,Não,São Paulo (SP),São Paulo,30,30 - 35
Criar conexão com colegas ao mudar para uma nova empresa,A empresa foi positivamente afetada (crescimento no período),Trabalhar mais tempo de home office,Start up,Modelo híbrido / Cross: squads e visão central,CLT,CLT,9000,5500,Superior completo,De 1 a 3,Pleno,Analista,Pesquisador em design / UX Researcher / Pesquisador em produto,Feminino,Sim,Não,Não,Pardo,Não tenho,Não,São Paulo (SP),São Paulo,30,30 - 35
"Conciliar a paternidade e o trabalho remoto ao mesmo tempo, com filhos em casa.",A empresa foi positivamente afetada (crescimento no período),Não sei dizer.,Agência ou consultoria,Atende clientes externos ( trabalho em consultoria ou freelancer),CLT,CLT,5400,5400,Superior completo,De 4 a 5,Sênior,Analista,UX Designer,Masculino,Não,"Sim, 1",Sim,Pardo,Não tenho,Não,Rio Grande do Sul (RS),Porto Alegre,30,30 - 35
,A empresa foi positivamente afetada (crescimento no período),,Start up,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,7800,5300,Superior completo,De 6 a 10,Sênior,Analista,UI Designer,Masculino,Não,Não,Não,Branco,Não tenho,Não,Santa Catarina (SC),Blumenau,30,30 - 35
comunicação efetiva com o time,A empresa foi positivamente afetada (crescimento no período),rotinas de co-criação online,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,6400,5200,Superior completo,De 6 a 10,Pleno,Analista,Designer de produto,Masculino,Sim,Não,Não,Branco,Não tenho,Não,Paraná (PR),Curitiba,30,30 - 35
"Separar momento de trabalho e afarezes domésticos; lidar com estresse e ansiedade por receber muitas mensagens em várias ferramentas de comunicação (Hangouts, Slack, Gmail, WhatsApp); cansaço com as reuniões remotas por videochamada.",A empresa foi levemente afetada (perda de receita de até 15%),Fazer mais pausas para alongamento / lanches ao longo do dia; perder menos tempo me arrumando e com deslocamento até o local de trabalho.,Start up,Modelo híbrido / Cross: squads e visão central,CLT,CLT,6000,5100,Superior completo,De 1 a 3,Pleno,Analista,Designer de produto,Masculino,Não,Não,Não,Branco,Não tenho,Não,Rio Grande do Sul (RS),Capão da Canoa,30,30 - 35
Adaptar técnicas e ferramentas para este novo formato de trabalho,A empresa foi positivamente afetada (crescimento no período),- Qualidade de vida no home office  - Mais tempo para mim e para minha família,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,7000,5000,Mestrado,De 6 a 10,Líder técnico ou especialista,Liderança,Estrategista de UX,Feminino,Não,Não,Não,Branco,Não tenho,Não,Santa Catarina (SC),Joinville,30,30 - 35
Trocar de emprego na pandemia e ter que conhecer todas as pessoas e processos da empresa remotamente.,A empresa foi gravemente afetada (perda de receita superior a 50%),A possibilidade de trabalhar remoto quando precisar. Acredito que a pandemia abriu portas para este modelo e só vejo vantagens em ir para o escritório em cerimonias ageis com planning/ review/ retro ou alguns momentos pontuais.,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,7900,5000,Superior completo,De 1 a 3,Pleno,Analista,Designer de produto,Feminino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),Santos,30,30 - 35
"Gestao do tempo: reunioes online se multiplicaram dificultando o planejamento entre reunioes, trabalho (mao na massa) e lazer. É facil se perder no tempo e ultrapassar as horas trabalhadas no dia. Super desafio tentar administrar isso tudo. ",Não sei responder / não tenho visibilidade,Trabalhar em casa alguns dias da semana. Não é necessario ir todos os dias ao escritorio para trabalhar.,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,7200,5000,Especialização,De 1 a 3,Pleno,Analista,UX Designer,Feminino,Sim,Não,Não,Branco,Não tenho,Não,Rio de Janeiro (RJ),Rio de Janeiro,30,30 - 35
"Lidar com a separação da vida profissional e pessoal, tempo de trabalho e principalmente tempo de descompressão. Além disso, o ambiente familiar atrapalha no trabalho pois falta compreensão do contexto do trabalho remoto.",A empresa foi positivamente afetada (crescimento no período),"O aumento do home office, porém de forma que não seja 100% remoto. Acredito que o deslocamento e a interação física com os colegas seja benéfico para as relações de trabalho e a saúde mental.",Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,6800,5000,Superior completo,De 4 a 5,Pleno,Analista,Designer de produto,Masculino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,30,30 - 35
Eu estava afastada do trabalho no início da pandemia e meu maior desafio foi voltar ao trabalho num cenário totalmente diferente mas talvez por isso me adaptar ao home office foi bem fácil,A empresa foi positivamente afetada (crescimento no período),"Quero manter o trabalho home office, mesmo que seja por 4 dias na semana por mim tudo bem. ",Start up,Modelo híbrido / Cross: squads e visão central,CLT,CLT,5000,5000,Superior completo,De 1 a 3,Pleno,Analista,Designer de produto,Masculino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,30,30 - 35
